Peso	Colaborador	Metodo	Colme
1	04/02/2021_AYO	Balanza	04/02/2021_AYO_Balanza
1	04/02/2021_AYO	Balanza	04/02/2021_AYO_Balanza
1	04/02/2021_AYO	Balanza	04/02/2021_AYO_Balanza
1	04/02/2021_AYO	Balanza	04/02/2021_AYO_Balanza
1	04/02/2021_AYO	Balanza	04/02/2021_AYO_Balanza
1	04/02/2021_AYO	Balanza	04/02/2021_AYO_Balanza
1	04/02/2021_AYO	Balanza	04/02/2021_AYO_Balanza
1	04/02/2021_AYO	Balanza	04/02/2021_AYO_Balanza
1	04/02/2021_AYO	Balanza	04/02/2021_AYO_Balanza
1	04/02/2021_AYO	Balanza	04/02/2021_AYO_Balanza
1	04/02/2021_AYO	Balanza	04/02/2021_AYO_Balanza
1	04/02/2021_AYO	Balanza	04/02/2021_AYO_Balanza
1	04/02/2021_AYO	Balanza	04/02/2021_AYO_Balanza
1	04/02/2021_AYO	Balanza	04/02/2021_AYO_Balanza
1	04/02/2021_AYO	Balanza	04/02/2021_AYO_Balanza
1	04/02/2021_AYO	Balanza	04/02/2021_AYO_Balanza
1	04/02/2021_AYO	Balanza	04/02/2021_AYO_Balanza
1	04/02/2021_AYO	Balanza	04/02/2021_AYO_Balanza
1	04/02/2021_AYO	Balanza	04/02/2021_AYO_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	05/02/2021_C-O	Balanza	05/02/2021_C-O_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1.2	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
1	08/02/2021_LPG	Balanza	08/02/2021_LPG_Balanza
